pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t,idcard_10ab_u_t,idcard_10ab_citi_u_t,idcard_10ab_assc_u_t,idcard_10ab_natu_u_t,idcard_10ab_natreg_u_t,idcard_10ab_relig_u_t,idcard_10ab_temp_u_t,idcard_10ab_forreg_u_t,idcard_10ab_forpp_u_t,idcard_10ab_non_u_t,idcard_10ab_r_t,idcard_10ab_citi_r_t,idcard_10ab_assc_r_t,idcard_10ab_natu_r_t,idcard_10ab_natreg_r_t,idcard_10ab_relig_r_t,idcard_10ab_temp_r_t,idcard_10ab_forreg_r_t,idcard_10ab_forpp_r_t,idcard_10ab_non_r_t
MMR013,Yangon,MMR013D001,Yangon (North),MMR013005,Taikkyi,66999,53817,13182,271120,6148,226477,131601,336,1009,11616,1154,1296,240,67,79158,72819,45137,306,428,3248,508,614,164,43,22371,153658,86464,30,581,8368,646,682,76,24,56787
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,34211,28678,5533,143791,2001,117759,72340,48,308,4804,458,243,9,23,39526,7390,5503,12,88,137,66,31,8,2,1543,110369,66837,36,220,4667,392,212,1,21,37983
MMR013,Yangon,MMR013D001,Yangon (North),MMR013007,Shwepyithar,73775,56790,16985,328740,14786,288935,192014,189,1683,15576,1458,4599,202,83,73131,235607,156584,168,1453,13403,1194,3911,174,73,58647,53328,35430,21,230,2173,264,688,28,10,14484
MMR013,Yangon,MMR013D001,Yangon (North),MMR013008,Hlaingtharya,148711,118386,30325,663463,24404,579376,373011,479,3023,39119,1943,9619,149,819,151214,408208,267499,341,2229,28152,1180,7260,115,447,100985,171168,105512,138,794,10967,763,2359,34,372,50229
MMR013,Yangon,MMR013D002,Yangon (East),MMR013009,Thingangyun,43320,30120,13200,201316,8170,184357,133715,356,3508,8267,2380,4985,241,360,30545,184357,133715,356,3508,8267,2380,4985,241,360,30545,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013010,Yankin,14637,9596,5041,66792,4154,63446,51119,204,1194,812,1119,567,151,884,7396,63446,51119,204,1194,812,1119,567,151,884,7396,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013011,South Okkalapa,32725,22904,9821,153687,7439,144215,117118,225,796,2538,1791,1227,96,120,20304,144215,117118,225,796,2538,1791,1227,96,120,20304,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013012,North Okkalapa,64756,47111,17645,313240,20053,291061,217540,339,1593,7448,2407,5165,160,202,56207,291061,217540,339,1593,7448,2407,5165,160,202,56207,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013013,Thaketa,45456,32313,13143,212290,8266,193630,145927,195,1845,7725,1677,3379,87,140,32655,193630,145927,195,1845,7725,1677,3379,87,140,32655,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013014,Dawbon,14409,10303,4106,72683,2642,64250,44478,66,1930,2997,387,1100,46,15,13231,64250,44478,66,1930,2997,387,1100,46,15,13231,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013015,Tamwe,35360,23978,11382,156340,8973,147988,121957,579,1206,4781,1383,557,181,774,16570,147988,121957,579,1206,4781,1383,557,181,774,16570,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013016,Pazundaung,10306,6873,3433,45347,3108,43700,35978,460,751,1017,445,201,172,309,4367,43700,35978,460,751,1017,445,201,172,309,4367,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013017,Botahtaung,8397,5872,2525,36661,4334,36760,30218,261,513,1043,248,227,157,322,3771,36760,30218,261,513,1043,248,227,157,322,3771,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013018,Dagon Myothit (South),76984,59357,17627,358350,13296,312788,207939,291,3454,15583,1559,7810,108,109,75935,312788,207939,291,3454,15583,1559,7810,108,109,75935,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013019,Dagon Myothit (North),42704,31678,11026,200629,3319,178710,142123,114,573,4102,872,1901,43,138,28844,178710,142123,114,573,4102,872,1901,43,138,28844,,,,,,,,,,
MMR013,Yangon,MMR013D002,Yangon (East),MMR013020,Dagon Myothit (East),33913,25590,8323,155258,10370,140174,92011,92,595,4508,1455,2094,143,50,39226,132552,87877,90,500,4148,1256,1996,143,50,36492,7622,4134,2,95,360,199,98,,,2734
MMR013,Yangon,MMR013D002,Yangon (East),MMR013021,Dagon Myothit (Seikkan),37905,30570,7335,159313,8135,138921,89074,116,968,7392,545,2201,16,99,38510,125081,81717,114,944,6360,494,2026,16,93,33317,13840,7357,2,24,1032,51,175,,6,5193
MMR013,Yangon,MMR013D002,Yangon (East),MMR013022,Mingalartaungnyunt,25918,18179,7739,126134,6360,115831,89113,529,2174,5237,841,1261,277,410,15989,115831,89113,529,2174,5237,841,1261,277,410,15989,,,,,,,,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013023,Thanlyin,61597,47125,14472,253923,14140,224169,146095,214,5430,6318,1930,1304,47,101,62730,74375,51902,104,1623,2499,994,434,40,46,16733,149794,94193,110,3807,3819,936,870,7,55,45997
MMR013,Yangon,MMR013D003,Yangon (South),MMR013024,Kyauktan,42469,34271,8198,162207,5241,140489,90917,187,4070,1862,785,296,25,89,42258,44281,30118,121,1403,530,228,157,19,76,11629,96208,60799,66,2667,1332,557,139,6,13,30629
MMR013,Yangon,MMR013D003,Yangon (South),MMR013025,Thongwa,40087,31932,8155,155573,2303,130004,87805,80,2916,1329,578,753,16,34,36493,23587,17321,31,804,260,173,177,5,2,4814,106417,70484,49,2112,1069,405,576,11,32,31679
MMR013,Yangon,MMR013D003,Yangon (South),MMR013026,Kayan,39314,31430,7884,155989,2030,129281,75200,51,1110,7826,546,514,3,26,44005,27500,17683,15,423,1883,218,193,,4,7081,101781,57517,36,687,5943,328,321,3,22,36924
MMR013,Yangon,MMR013D003,Yangon (South),MMR013027,Twantay,51602,41597,10005,221372,5464,183687,122954,62,592,2533,1533,516,13,46,55438,35834,25527,19,195,501,600,62,13,16,8901,147853,97427,43,397,2032,933,454,,30,46537
MMR013,Yangon,MMR013D003,Yangon (South),MMR013028,Kawhmu,29792,23744,6048,116415,2635,96973,69097,22,117,772,541,167,5,16,26236,7250,5837,1,6,77,55,3,,,1271,89723,63260,21,111,695,486,164,5,16,24965
MMR013,Yangon,MMR013D003,Yangon (South),MMR013029,Kungyangon,28352,22846,5506,109588,2044,91130,58555,41,169,1980,535,386,5,25,29434,14091,10421,7,25,121,178,67,2,2,3268,77039,48134,34,144,1859,357,319,3,23,26166
MMR013,Yangon,MMR013D003,Yangon (South),MMR013030,Dala,37912,29502,8410,170363,2494,140661,83183,93,2124,5965,485,962,59,49,47741,97054,55508,74,1683,5125,258,644,55,30,33677,43607,27675,19,441,840,227,318,4,19,14064
MMR013,Yangon,MMR013D003,Yangon (South),MMR013031,Seikgyikanaungto,7729,5974,1755,33251,752,27408,18796,17,173,702,95,164,5,2,7454,27408,18796,17,173,702,95,164,5,2,7454,,,,,,,,,,
MMR013,Yangon,MMR013D003,Yangon (South),MMR013032,Cocokyun,351,323,28,1172,768,1693,1369,,1,45,4,10,,,264,1693,1369,,1,45,4,10,,,264,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013033,Kyauktada,6120,3779,2341,25754,4099,27266,22278,541,751,594,3,101,228,546,2224,27266,22278,541,751,594,3,101,228,546,2224,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013034,Pabedan,6563,4214,2349,31328,2008,29748,23587,663,827,871,65,160,263,303,3009,29748,23587,663,827,871,65,160,263,303,3009,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013035,Lanmadaw,8599,5418,3181,36302,10858,44149,38171,1035,716,193,533,125,151,227,2998,44149,38171,1035,716,193,533,125,151,227,2998,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013036,Latha,4473,2679,1794,18161,6896,23592,19468,927,920,125,20,123,209,138,1662,23592,19468,927,920,125,20,123,209,138,1662,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013037,Ahlone,10943,7754,3189,48612,6870,50146,43174,376,409,402,404,409,51,162,4759,50146,43174,376,409,402,404,409,51,162,4759,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013038,Kyeemyindaing,23062,16841,6221,106702,4812,95931,75272,181,583,1395,513,868,56,148,16915,95931,75272,181,583,1395,513,868,56,148,16915,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013039,Sanchaung,20635,13417,7218,87228,12391,91096,80713,354,372,625,1552,185,86,245,6964,91096,80713,354,372,625,1552,185,86,245,6964,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013040,Hlaing,32837,23184,9653,147191,13116,144144,120071,664,1495,2913,1038,835,318,302,16508,144144,120071,664,1495,2913,1038,835,318,302,16508,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013041,Kamaryut,16299,11021,5278,72697,11872,77655,69305,267,303,277,230,199,135,974,5965,77655,69305,267,303,277,230,199,135,974,5965,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013042,Mayangone,38807,27872,10935,179839,18274,175456,139580,343,893,3484,2143,1101,358,1274,26280,175456,139580,343,893,3484,2143,1101,358,1274,26280,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013043,Dagon,4608,3165,1443,20417,4665,22634,19226,112,166,135,418,74,24,717,1762,22634,19226,112,166,135,418,74,24,717,1762,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013044,Bahan,17426,11907,5519,78793,17939,88466,74156,216,237,494,3717,321,156,1036,8133,88466,74156,216,237,494,3717,321,156,1036,8133,,,,,,,,,,
MMR013,Yangon,MMR013D004,Yangon (West),MMR013045,Seikkan,410,341,69,1994,832,2524,1961,,3,21,81,6,,7,445,2524,1961,,3,21,81,6,,7,445,,,,,,,,,,
MMR222,Shan,MMR014D001,Taunggyi,MMR014001,Taunggyi,94869,72354,22515,411979,26077,361414,285869,1128,1340,3390,2949,561,108,143,65926,226274,180893,906,1118,2590,2412,439,78,93,37745,135140,104976,222,222,800,537,122,30,50,28181
MMR222,Shan,MMR014D001,Taunggyi,MMR014002,Nyaungshwe,42634,34334,8300,178457,10950,155945,111893,122,344,2866,761,215,55,521,39168,14002,11277,27,25,47,169,23,15,305,2114,141943,100616,95,319,2819,592,192,40,216,37054
MMR222,Shan,MMR014D001,Taunggyi,MMR014003,Hopong,24728,19600,5128,105196,7152,88065,64288,75,129,318,393,53,4,18,22787,18943,15624,33,44,65,149,8,4,6,3010,69122,48664,42,85,253,244,45,0,12,19777
MMR222,Shan,MMR014D001,Taunggyi,MMR014004,Hsihseng,32771,26495,6276,147902,5130,115405,79196,98,168,1116,513,100,10,26,34178,9662,6964,13,9,194,67,5,4,0,2406,105743,72232,85,159,922,446,95,6,26,31772
MMR222,Shan,MMR014D001,Taunggyi,MMR014005,Kalaw,41341,30415,10926,178139,7944,151654,109828,404,408,1186,731,289,64,159,38585,48522,37248,314,247,359,268,117,33,86,9850,103132,72580,90,161,827,463,172,31,73,28735
MMR222,Shan,MMR014D001,Taunggyi,MMR014006,Pindaya,17544,12917,4627,76514,2789,63839,48296,22,198,301,411,85,31,21,14474,9300,7821,7,25,9,96,24,1,15,1302,54539,40475,15,173,292,315,61,30,6,13172
MMR222,Shan,MMR014D001,Taunggyi,MMR014007,Ywangan,18348,13836,4512,79018,3514,65965,51119,17,32,162,342,27,2,13,14251,3817,3307,6,1,2,27,7,0,1,466,62148,47812,11,31,160,315,20,2,12,13785
MMR222,Shan,MMR014D001,Taunggyi,MMR014008,Lawksawk,34107,28490,5617,155708,9022,130649,93347,234,789,752,473,158,44,31,34821,31779,26624,57,225,176,102,36,5,4,4550,98870,66723,177,564,576,371,122,39,27,30271
MMR222,Shan,MMR014D001,Taunggyi,MMR014009,Pinlaung,42083,34912,7171,185249,7008,152966,117977,76,225,1281,666,126,2,34,32579,14836,13103,3,18,76,65,19,2,3,1547,138130,104874,73,207,1205,601,107,0,31,31032
MMR222,Shan,MMR014D001,Taunggyi,MMR014010,Pekon,20084,17381,2703,101345,2245,76923,58367,27,50,491,239,35,0,12,17702,13090,10777,3,2,20,55,20,0,0,2213,63833,47590,24,48,471,184,15,0,12,15489
MMR222,Shan,MMR014D002,Loilen,MMR014011,Loilen,25417,18899,6518,118565,5992,96649,70598,64,186,338,517,58,9,15,24864,33436,27181,33,132,179,162,33,8,1,5707,63213,43417,31,54,159,355,25,1,14,19157
MMR222,Shan,MMR014D002,Loilen,MMR014012,Laihka,8790,6610,2180,47336,1495,39857,30560,15,85,115,173,4,2,1,8902,6813,5654,9,65,69,37,2,1,0,976,33044,24906,6,20,46,136,2,1,1,7926
MMR222,Shan,MMR014D002,Loilen,MMR014013,Nansang,23227,18097,5130,110305,6656,91994,63233,44,164,484,354,152,2,21,27540,27101,21130,12,96,361,115,37,2,6,5342,64893,42103,32,68,123,239,115,0,15,22198
MMR222,Shan,MMR014D002,Loilen,MMR014014,Kunhing,11137,9250,1887,50063,3340,43420,25102,14,43,114,181,30,0,10,17926,12791,9392,12,33,46,81,6,0,4,3217,30629,15710,2,10,68,100,24,0,6,14709
MMR222,Shan,MMR014D002,Loilen,MMR014015,Kyethi,14712,11445,3267,70623,3741,57741,26892,12,70,215,199,27,5,15,30306,6723,5255,2,17,32,19,2,5,0,1391,51018,21637,10,53,183,180,25,0,15,28915
MMR222,Shan,MMR014D002,Loilen,MMR014016,Mongkaing,16332,12980,3352,71921,2373,57790,29569,18,154,336,242,14,2,4,27451,8435,6804,6,117,57,47,9,2,1,1392,49355,22765,12,37,279,195,5,0,3,26059
MMR222,Shan,MMR014D002,Loilen,MMR014017,Monghsu,15867,13115,2752,68589,4163,57454,31273,32,301,1906,254,351,4,14,23319,9949,6741,15,89,223,23,38,3,0,2817,47505,24532,17,212,1683,231,313,1,14,20502
MMR222,Shan,MMR014D003,Langkho,MMR014018,Langkho,9548,7123,2425,38344,1967,34350,27948,8,75,188,259,184,2,5,5681,8665,7444,0,40,26,65,100,2,0,988,25685,20504,8,35,162,194,84,0,5,4693
MMR222,Shan,MMR014D003,Langkho,MMR014019,Mongnai,8485,6552,1933,36747,2689,31606,24968,7,29,205,109,103,3,9,6173,16433,14068,4,9,72,67,29,0,1,2183,15173,10900,3,20,133,42,74,3,8,3990
MMR222,Shan,MMR014D003,Langkho,MMR014020,Mawkmai,7194,5883,1311,32281,1529,25499,17381,9,15,22,163,5,1,6,7897,4516,4112,0,0,2,34,1,1,0,366,20983,13269,9,15,20,129,4,0,6,7531
MMR222,Shan,MMR014D003,Langkho,MMR014021,Mongpan,5421,4342,1079,23503,2423,21458,13781,11,36,119,85,22,0,4,7400,7737,6752,0,3,40,27,1,0,0,914,13721,7029,11,33,79,58,21,0,4,6486
MMR222,Shan,MMR015D001,Lashio,MMR015001,Lashio,64932,40330,24602,305923,17482,261728,153916,436,1648,14619,1305,1737,87,146,87834,145937,105264,358,1013,5556,1023,666,78,89,31890,115791,48652,78,635,9063,282,1071,9,57,55944
MMR222,Shan,MMR015D001,Lashio,MMR015002,Hseni,11779,9022,2757,54190,2472,44671,30145,21,156,2233,150,800,6,2,11158,7515,6040,5,33,123,53,60,5,1,1195,37156,24105,16,123,2110,97,740,1,1,9963
MMR222,Shan,MMR015D001,Lashio,MMR015003,Mongyai,13328,9389,3939,56768,2608,46942,18554,34,191,2672,148,136,3,5,25199,5803,4415,8,17,77,31,14,1,1,1239,41139,14139,26,174,2595,117,122,2,4,23960
MMR222,Shan,MMR015D001,Lashio,MMR015004,Tangyan,35142,25655,9487,166461,6344,133225,47896,94,805,7100,417,256,32,35,76590,26578,16337,55,212,899,218,57,31,6,8763,106647,31559,39,593,6201,199,199,1,29,67827
MMR222,Shan,MMR015D002,Muse,MMR015009,Muse,32758,25393,7365,154513,17296,140839,93238,264,1811,10777,456,4299,81,130,29783,78107,57122,208,875,4373,195,1632,32,66,13604,62732,36116,56,936,6404,261,2667,49,64,16179
MMR222,Shan,MMR015D002,Muse,MMR015010,Namhkan,21417,15235,6182,104198,2836,85159,56966,117,445,1934,315,1278,30,163,23911,25235,19643,94,267,489,93,55,4,13,4577,59924,37323,23,178,1445,222,1223,26,150,19334
MMR222,Shan,MMR015D002,Muse,MMR015011,Kutkai,32080,23951,8129,170728,3924,132853,55439,127,795,12911,167,1168,33,43,62170,31643,19684,67,177,2468,23,88,22,8,9106,101210,35755,60,618,10443,144,1080,11,35,53064
MMR222,Shan,MMR015D003,Kyaukme,MMR015012,Kyaukme,38256,27508,10748,162297,9812,138278,96491,403,798,3460,697,310,101,48,35970,37378,28491,329,451,770,238,122,79,13,6885,100900,68000,74,347,2690,459,188,22,35,29085
MMR222,Shan,MMR015D003,Kyaukme,MMR015013,Nawnghkio,32224,26159,6065,139717,10125,121966,89348,71,451,2356,431,384,81,97,28747,15502,12015,22,52,216,63,30,33,1,3070,106464,77333,49,399,2140,368,354,48,96,25677
MMR222,Shan,MMR015D003,Kyaukme,MMR015014,Hsipaw,37906,29946,7960,167154,9004,141352,72259,130,704,4519,541,267,52,79,62801,17700,14170,70,201,363,200,39,33,58,2566,123652,58089,60,503,4156,341,228,19,21,60235
MMR222,Shan,MMR015D003,Kyaukme,MMR015015,Namtu,11641,8445,3196,48460,1963,39504,28204,45,585,949,155,108,49,15,9394,10932,8432,24,215,190,64,19,18,12,1958,28572,19772,21,370,759,91,89,31,3,7436
MMR222,Shan,MMR015D003,Kyaukme,MMR015016,Namhsan,13685,9813,3872,66426,5778,56167,38227,128,212,582,516,83,35,11,16373,3468,2666,87,91,27,58,2,19,0,518,52699,35561,41,121,555,458,81,16,11,15855
MMR222,Shan,MMR015D003,Kyaukme,MMR015017,Mongmit,13652,8893,4759,58848,4482,50823,35782,37,89,807,275,93,12,11,13717,8601,6794,25,35,52,83,8,9,1,1594,42222,28988,12,54,755,192,85,3,10,12123
MMR222,Shan,MMR015D003,Kyaukme,MMR015018,Mabein,8632,6983,1649,41213,6185,38580,30283,13,53,104,162,111,1,13,7840,2825,2549,0,1,5,23,0,0,0,247,35755,27734,13,52,99,139,111,1,13,7593
MMR222,Shan,MMR015D003,Kyaukme,MMR015019,Manton,7683,5860,1823,37254,1347,28255,13344,71,176,493,60,54,6,11,14040,3264,2388,24,109,86,2,7,5,0,643,24991,10956,47,67,407,58,47,1,11,13397
MMR222,Shan,MMR015D004,Kunlong,MMR015020,Kunlong,10392,8866,1526,55355,3419,43901,21152,60,236,7771,97,541,26,16,14002,4437,3097,4,39,302,21,16,4,0,954,39464,18055,56,197,7469,76,525,22,16,13048
MMR222,Shan,MMR015D005,Laukkaing,MMR015022,Laukkaing,15181,12761,2420,83860,10990,74236,12954,19,652,27864,44,1076,1580,398,29649,21873,7184,8,166,5410,25,837,1553,354,6336,52363,5770,11,486,22454,19,239,27,44,23313
MMR222,Shan,MMR015D005,Laukkaing,MMR015023,Konkyan,9665,8538,1127,59565,497,45657,1088,5,155,19910,9,52,6,77,24355,1298,473,2,30,388,4,8,1,33,359,44359,615,3,125,19522,5,44,5,44,23996
MMR222,Shan,MMR015D006,Hopang,MMR015021,Hopang,11216,9348,1868,59438,1662,46466,13642,29,87,1986,104,672,17,13,29916,16050,6777,4,24,1196,33,204,1,4,7807,30416,6865,25,63,790,71,468,16,9,22109
MMR222,Shan,MMR015D006,Hopang,MMR015008,Mongmao,10445,9519,926,69364,1319,52240,967,103,78,5,2,74,10,59,50942,4247,337,67,53,2,2,60,10,17,3699,47993,630,36,25,3,0,14,0,42,47243
MMR222,Shan,MMR015D006,Hopang,MMR015007,Pangwaun,13969,12929,1040,96940,157,71943,1117,66,114,1,1,51,6,49,70538,2579,124,0,0,0,0,0,0,12,2443,69364,993,66,114,1,1,51,6,37,68095
MMR222,Shan,MMR015D007,Matman,MMR015024,Matman,3318,2996,322,19050,682,13799,6606,5,16,22,33,4,0,4,7109,244,197,0,1,1,6,1,0,0,38,13555,6409,5,15,21,27,3,0,4,7071
MMR222,Shan,MMR015D007,Matman,MMR015005,Pangsang,16457,14677,1780,88732,17240,81011,9314,493,111,445,206,576,819,206,68841,13988,2277,355,34,240,2,168,217,4,10691,67023,7037,138,77,205,204,408,602,202,58150
MMR222,Shan,MMR015D007,Matman,MMR015006,Narphan,16474,15088,1386,114724,1456,86025,917,18,86,3,6,830,2,36,84127,799,11,0,0,0,0,0,0,6,782,85226,906,18,86,3,6,830,2,30,83345
MMR222,Shan,MMR016D001,Kengtung,MMR016001,Kengtung,34096,27731,6365,162222,9398,136874,113813,162,204,413,577,527,29,136,21013,37855,34428,119,119,113,243,133,25,89,2586,99019,79385,43,85,300,334,394,4,47,18427
MMR222,Shan,MMR016D001,Kengtung,MMR016002,Mongkhet,8025,7253,772,42654,1874,33997,17456,9,25,12,66,79,162,10,16178,2396,2181,0,0,1,9,4,0,0,201,31601,15275,9,25,11,57,75,162,10,15977
MMR222,Shan,MMR016D001,Kengtung,MMR016003,Mongyang,19404,17610,1794,102992,4653,84529,19708,68,53,173,84,363,373,43,63664,4128,3732,0,4,5,38,5,1,0,343,80401,15976,68,49,168,46,358,372,43,63321
MMR222,Shan,MMR016D001,Kengtung,MMR016005,Mongla,5208,4734,474,27691,15377,37058,14579,24,31,328,16,533,586,7793,13168,18727,6486,9,23,311,10,426,557,5319,5586,18331,8093,15,8,17,6,107,29,2474,7582
MMR222,Shan,MMR016D002,Monghsat,MMR016006,Monghsat,19111,16800,2311,97313,7336,75472,42487,62,41,92,109,578,13,11,32079,7844,6860,1,16,29,40,22,10,0,866,67628,35627,61,25,63,69,556,3,11,31213
MMR222,Shan,MMR016D002,Monghsat,MMR016007,Mongping,13299,11353,1946,65886,2947,50745,32700,10,44,100,122,118,1,4,17646,7262,6444,3,8,12,23,10,0,0,762,43483,26256,7,36,88,99,108,1,4,16884
MMR222,Shan,MMR016D002,Monghsat,MMR016008,Mongton,12521,10924,1597,62072,8017,53308,26460,25,33,85,104,657,3,35,25906,7851,6931,0,2,15,34,30,0,0,839,45457,19529,25,31,70,70,627,3,35,25067
MMR222,Shan,MMR016D003,Tachileik,MMR016009,Tachileik,37673,29596,8077,167493,9820,144784,123514,121,205,759,655,807,39,243,18441,49626,44628,91,127,329,190,147,34,190,3890,95158,78886,30,78,430,465,660,5,53,14551
MMR222,Shan,MMR016D004,Monghpyak,MMR016010,Monghpyak,6165,5207,958,28235,2321,23108,19644,2,20,45,83,37,0,4,3273,4957,4528,0,11,12,30,2,0,0,374,18151,15116,2,9,33,53,35,0,4,2899
MMR222,Shan,MMR016D004,Monghpyak,MMR016011,Mongyawng,17196,15505,1691,75413,4477,65051,34845,96,92,159,132,995,440,221,28071,5057,4777,0,2,7,22,3,1,0,245,59994,30068,96,90,152,110,992,439,221,27826
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,42966,35963,7003,175779,2211,143214,102455,93,108,298,474,143,16,25,39602,9179,7165,31,24,12,72,37,11,1,1826,134035,95290,62,84,286,402,106,5,24,37776
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,41402,33801,7601,160722,2313,132969,93028,25,153,575,399,182,4,32,38571,13616,9988,2,9,112,52,56,2,7,3388,119353,83040,23,144,463,347,126,2,25,35183
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,59488,48369,11119,233103,2624,191047,127522,70,193,735,685,105,1,19,61717,20279,15429,20,26,53,168,29,0,3,4551,170768,112093,50,167,682,517,76,1,16,57166
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,76652,65273,11379,320532,3947,258893,174257,110,322,1402,571,244,20,41,81926,24149,19062,13,21,64,77,19,5,4,4884,234744,155195,97,301,1338,494,225,15,37,77042
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,85687,68002,17685,353610,27375,318371,246911,828,652,1282,1683,570,194,384,65867,161316,125976,764,499,775,1238,308,181,281,31294,157055,120935,64,153,507,445,262,13,103,34573
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,50715,41174,9541,191401,2699,160014,116963,97,173,1237,683,303,7,29,40522,24781,19313,38,44,145,188,30,5,1,5017,135233,97650,59,129,1092,495,273,2,28,35505
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017003,Thabaung,37237,30467,6770,152562,1838,122899,81760,53,135,849,378,115,8,58,39543,6144,4830,22,22,20,67,8,4,1,1170,116755,76930,31,113,829,311,107,4,57,38373
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,43748,35568,8180,186269,7071,154195,116522,55,557,549,604,183,44,39,35642,20593,15925,31,370,61,200,69,41,3,3893,133602,100597,24,187,488,404,114,3,36,31749
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,48610,37330,11280,197678,5248,162226,112170,129,389,602,776,210,19,37,47894,13095,9740,91,101,45,147,8,13,5,2945,149131,102430,38,288,557,629,202,6,32,44949
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,69416,56376,13040,306375,7747,246565,157860,174,497,771,1146,211,96,67,85743,43871,31998,101,327,108,508,55,92,15,10667,202694,125862,73,170,663,638,156,4,52,75076
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,75987,62176,13811,317128,5537,251507,145802,123,421,1690,1037,632,33,75,101694,36317,25282,47,173,246,252,51,18,20,10228,215190,120520,76,248,1444,785,581,15,55,91466
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017021,Nyaungdon,51201,41396,9805,209950,5956,175262,127623,51,197,1128,884,153,40,33,45153,20769,15133,9,66,212,359,49,40,7,4894,154493,112490,42,131,916,525,104,0,26,40259
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,44797,35317,9480,176714,2639,147329,106845,61,191,1627,767,72,10,15,37741,18578,14938,36,62,91,174,4,9,6,3258,128751,91907,25,129,1536,593,68,1,9,34483
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017020,Pantanaw,60277,50450,9827,261290,3306,213376,132401,147,392,1338,759,258,28,45,78008,16748,12161,11,32,90,182,18,24,0,4230,196628,120240,136,360,1248,577,240,4,45,73778
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017019,Maubin,71804,57959,13845,306701,7392,252214,165307,196,349,1321,1290,235,54,35,83427,36914,26688,138,103,169,511,39,41,8,9217,215300,138619,58,246,1152,779,196,13,27,74210
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017014,Myaungmya,66172,54021,12151,291390,7247,240102,156672,189,367,1029,1023,191,93,49,80489,49807,36086,116,154,308,433,34,88,13,12575,190295,120586,73,213,721,590,157,5,36,67914
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,67448,53139,14309,284003,5103,231887,151409,105,414,3691,906,189,13,54,75106,18805,14123,25,35,238,196,15,3,0,4170,213082,137286,80,379,3453,710,174,10,54,70936
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,46455,36404,10051,191947,2154,155510,108514,53,159,423,455,118,13,36,45739,11516,9318,20,15,30,57,8,5,1,2062,143994,99196,33,144,393,398,110,8,35,43677
