pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,popdisab_notdisab_t,popdisab_anydiab_t,disabtype_see_t,disabtype_hear_t,disabtype_walk_t,disabtype_rmbr_t,popdisab_notdisab_m,popdisab_anydiab_m,disabtype_see_m,disabtype_hear_m,disabtype_walk_m,disabtype_rmbr_m,popdisab_notdisab_f,popdisab_anydiab_f,disabtype_see_f,disabtype_hear_f,disabtype_walk_f,disabtype_rmbr_f
MMR222,Shan,MMR014D003,Langkho,MMR014019,Mongnai,8485,6552,1933,36747,2689,37513,1923,853,701,738,694,18987,1004,406,357,393,327,18526,919,447,344,345,367
MMR222,Shan,MMR014D003,Langkho,MMR014020,Mawkmai,7194,5883,1311,32281,1529,32543,1267,420,448,385,803,15888,658,225,224,193,391,16655,609,195,224,192,412
MMR222,Shan,MMR014D003,Langkho,MMR014021,Mongpan,5421,4342,1079,23503,2423,24720,1206,506,430,415,398,13129,700,282,248,248,219,11591,506,224,182,167,179
MMR222,Shan,MMR015D001,Lashio,MMR015001,Lashio,64932,40330,24602,305923,17482,315623,7782,3084,2544,2822,2566,154866,3646,1313,1119,1352,1240,160757,4136,1771,1425,1470,1326
MMR222,Shan,MMR015D001,Lashio,MMR015002,Hseni,11779,9022,2757,54190,2472,55351,1311,405,529,529,478,27961,643,166,266,244,226,27390,668,239,263,285,252
MMR222,Shan,MMR015D001,Lashio,MMR015003,Mongyai,13328,9389,3939,56768,2608,57642,1734,645,663,605,800,27536,855,297,326,298,367,30106,879,348,337,307,433
MMR222,Shan,MMR015D001,Lashio,MMR015004,Tangyan,35142,25655,9487,166461,6344,168529,4276,2182,2055,1695,1804,81961,2062,1015,955,819,830,86568,2214,1167,1100,876,974
MMR222,Shan,MMR015D002,Muse,MMR015009,Muse,32758,25393,7365,154513,17296,169272,2537,810,1019,1190,929,87122,1280,369,478,586,454,82150,1257,441,541,604,475
MMR222,Shan,MMR015D002,Muse,MMR015010,Namhkan,21417,15235,6182,104198,2836,103698,3336,1325,1409,1527,1497,49825,1490,551,628,649,642,53873,1846,774,781,878,855
MMR222,Shan,MMR015D002,Muse,MMR015011,Kutkai,32080,23951,8129,170728,3924,168934,5718,2717,2407,2278,2365,84636,2806,1227,1141,1080,1088,84298,2912,1490,1266,1198,1277
MMR222,Shan,MMR015D003,Kyaukme,MMR015012,Kyaukme,38256,27508,10748,162297,9812,166111,5998,2285,2102,2318,2350,80027,2722,981,917,999,1034,86084,3276,1304,1185,1319,1316
MMR222,Shan,MMR015D003,Kyaukme,MMR015013,Nawnghkio,32224,26159,6065,139717,10125,144381,5461,2422,1644,2117,2127,73122,2639,1138,748,1015,959,71259,2822,1284,896,1102,1168
MMR222,Shan,MMR015D003,Kyaukme,MMR015014,Hsipaw,37906,29946,7960,167154,9004,171949,4209,1754,1491,1611,1432,83705,2131,859,735,782,656,88244,2078,895,756,829,776
MMR222,Shan,MMR015D003,Kyaukme,MMR015015,Namtu,11641,8445,3196,48460,1963,47341,3082,1374,1137,1035,976,22957,1491,605,566,485,455,24384,1591,769,571,550,521
MMR222,Shan,MMR015D003,Kyaukme,MMR015016,Namhsan,13685,9813,3872,66426,5778,68385,3819,1703,1739,1334,1679,30966,1742,715,747,608,746,37419,2077,988,992,726,933
MMR222,Shan,MMR015D003,Kyaukme,MMR015017,Mongmit,13652,8893,4759,58848,4482,59099,4231,2849,1067,1296,1371,29694,1851,1190,450,547,590,29405,2380,1659,617,749,781
MMR222,Shan,MMR015D003,Kyaukme,MMR015018,Mabein,8632,6983,1649,41213,6185,45425,1973,1197,653,866,909,23619,875,493,273,355,369,21806,1098,704,380,511,540
MMR222,Shan,MMR015D003,Kyaukme,MMR015019,Manton,7683,5860,1823,37254,1347,36413,2188,897,901,978,1222,17530,1032,394,416,443,544,18883,1156,503,485,535,678
MMR222,Shan,MMR015D004,Kunlong,MMR015020,Kunlong,10392,8866,1526,55355,3419,55931,2843,1424,1059,1081,1222,29438,1462,719,570,549,629,26493,1381,705,489,532,593
MMR222,Shan,MMR015D005,Laukkaing,MMR015022,Laukkaing,15181,12761,2420,83860,10990,89392,5458,2270,2418,2706,2616,47305,2728,1035,1204,1289,1241,42087,2730,1235,1214,1417,1375
MMR222,Shan,MMR015D005,Laukkaing,MMR015023,Konkyan,9665,8538,1127,59565,497,55737,4325,2003,2198,2557,2521,28963,2108,939,1049,1192,1171,26774,2217,1064,1149,1365,1350
MMR222,Shan,MMR015D006,Hopang,MMR015021,Hopang,11216,9348,1868,59438,1662,58806,2294,1081,831,969,1235,30333,1136,496,401,463,573,28473,1158,585,430,506,662
MMR222,Shan,MMR015D006,Hopang,MMR015008,Mongmao,10445,9519,926,69364,1319,67721,2962,1874,1794,1492,2344,34743,1570,996,966,826,1236,32978,1392,878,828,666,1108
MMR222,Shan,MMR015D006,Hopang,MMR015007,Pangwaun,13969,12929,1040,96940,157,87959,9138,3473,4224,5821,8084,44183,4608,1764,2152,2891,4046,43776,4530,1709,2072,2930,4038
MMR222,Shan,MMR015D007,Matman,MMR015024,Matman,3318,2996,322,19050,682,18976,756,323,344,272,383,9675,393,163,173,119,175,9301,363,160,171,153,208
MMR222,Shan,MMR015D007,Matman,MMR015005,Pangsang,16457,14677,1780,88732,17240,101897,4075,1528,1620,1551,2371,52871,2170,733,789,755,1223,49026,1905,795,831,796,1148
MMR222,Shan,MMR015D007,Matman,MMR015006,Narphan,16474,15088,1386,114724,1456,108831,7349,3425,3334,3466,5977,55730,3639,1683,1643,1640,2943,53101,3710,1742,1691,1826,3034
MMR222,Shan,MMR016D001,Kengtung,MMR016001,Kengtung,34096,27731,6365,162222,9398,167142,4478,2075,1827,1859,1548,85612,2167,971,823,846,699,81530,2311,1104,1004,1013,849
MMR222,Shan,MMR016D001,Kengtung,MMR016002,Mongkhet,8025,7253,772,42654,1874,43387,1141,540,532,534,518,22311,562,256,255,249,235,21076,579,284,277,285,283
MMR222,Shan,MMR016D001,Kengtung,MMR016003,Mongyang,19404,17610,1794,102992,4653,104390,3255,1759,1764,1940,1640,53410,1665,855,836,945,767,50980,1590,904,928,995,873
MMR222,Shan,MMR016D001,Kengtung,MMR016005,Mongla,5208,4734,474,27691,15377,42516,552,268,273,235,180,21966,300,144,142,130,96,20550,252,124,131,105,84
MMR222,Shan,MMR016D002,Monghsat,MMR016006,Monghsat,19111,16800,2311,97313,7336,99811,4838,2320,1812,1839,1991,52692,2582,1202,934,951,1006,47119,2256,1118,878,888,985
MMR222,Shan,MMR016D002,Monghsat,MMR016007,Mongping,13299,11353,1946,65886,2947,67297,1536,500,660,561,574,34191,801,254,332,275,273,33106,735,246,328,286,301
MMR222,Shan,MMR016D002,Monghsat,MMR016008,Mongton,12521,10924,1597,62072,8017,65878,4211,1822,1651,1588,1890,35916,2408,1013,918,852,1030,29962,1803,809,733,736,860
MMR222,Shan,MMR016D003,Tachileik,MMR016009,Tachileik,37673,29596,8077,167493,9820,172925,4388,1590,1483,1585,2008,87940,2184,736,684,769,972,84985,2204,854,799,816,1036
MMR222,Shan,MMR016D004,Monghpyak,MMR016010,Monghpyak,6165,5207,958,28235,2321,29230,1326,601,547,500,545,15564,645,282,243,225,241,13666,681,319,304,275,304
MMR222,Shan,MMR016D004,Monghpyak,MMR016011,Mongyawng,17196,15505,1691,75413,4477,73996,5894,2587,2477,3088,2699,38836,3038,1243,1201,1467,1185,35160,2856,1344,1276,1621,1514
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,42966,35963,7003,175779,2211,169240,8750,4702,2102,3277,2794,82697,4200,2144,978,1600,1344,86543,4550,2558,1124,1677,1450
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,41402,33801,7601,160722,2313,150773,12262,6925,3218,5131,4647,72997,5758,3087,1454,2360,2182,77776,6504,3838,1764,2771,2465
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,59488,48369,11119,233103,2624,215454,20273,13120,5344,7947,6571,104394,9344,5841,2389,3606,2958,111060,10929,7279,2955,4341,3613
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,76652,65273,11379,320532,3947,304942,19537,10590,5106,7756,6357,153546,9466,4803,2397,3794,3025,151396,10071,5787,2709,3962,3332
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,85687,68002,17685,353610,27375,350582,30403,19466,7510,11980,10653,170888,13916,8381,3294,5424,4860,179694,16487,11085,4216,6556,5793
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,50715,41174,9541,191401,2699,180682,13418,7556,3771,6001,5077,86093,6294,3393,1657,2795,2342,94589,7124,4163,2114,3206,2735
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017003,Thabaung,37237,30467,6770,152562,1838,144464,9936,5508,2748,4237,3314,70917,4746,2479,1248,1954,1542,73547,5190,3029,1500,2283,1772
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,43748,35568,8180,186269,7071,183243,10097,5623,2544,4275,3509,90188,4649,2451,1097,1961,1618,93055,5448,3172,1447,2314,1891
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,48610,37330,11280,197678,5248,193293,9633,5256,2382,3985,3427,95124,4490,2292,1083,1951,1588,98169,5143,2964,1299,2034,1839
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,69416,56376,13040,306375,7747,286778,27344,16005,6103,11751,10393,142675,12931,7165,2820,5612,4837,144103,14413,8840,3283,6139,5556
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,75987,62176,13811,317128,5537,293317,29348,17269,7092,12499,12831,145306,13990,7907,3181,5885,5924,148011,15358,9362,3911,6614,6907
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017021,Nyaungdon,51201,41396,9805,209950,5956,201684,14222,8212,3694,6560,5404,99235,6478,3617,1645,2810,2428,102449,7744,4595,2049,3750,2976
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,44797,35317,9480,176714,2639,170024,9329,5432,3048,4754,4110,81539,4236,2300,1292,2157,1831,88485,5093,3132,1756,2597,2279
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017020,Pantanaw,60277,50450,9827,261290,3306,245355,19241,12068,5007,8255,7579,119044,9078,5503,2314,3727,3490,126311,10163,6565,2693,4528,4089
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017019,Maubin,71804,57959,13845,306701,7392,299257,14836,8352,3973,6608,5659,146002,6938,3726,1779,3035,2603,153255,7898,4626,2194,3573,3056
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017014,Myaungmya,66172,54021,12151,291390,7247,271643,26994,16971,6450,10646,8817,133485,12487,7475,2899,4905,4108,138158,14507,9496,3551,5741,4709
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,67448,53139,14309,284003,5103,266035,23071,14998,5924,9621,8519,130019,10679,6657,2589,4328,3830,136016,12392,8341,3335,5293,4689
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,46455,36404,10051,191947,2154,184829,9272,4975,2599,3681,3097,90361,4268,2197,1182,1667,1420,94468,5004,2778,1417,2014,1677
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017018,Mawlamyinegyun,74886,59272,15614,307596,3744,267305,44035,29487,9743,18697,18289,132279,20848,13500,4363,8742,8287,135026,23187,15987,5380,9955,10002
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,75583,65009,10574,309688,5530,289149,26069,14695,6107,9840,10095,145919,12993,7022,2976,4912,4918,143230,13076,7673,3131,4928,5177
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,26857,21527,5330,94512,1571,89513,6570,3698,1833,2511,2369,42589,3034,1683,846,1142,1035,46924,3536,2015,987,1369,1334
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,42073,33468,8605,166163,2040,152458,15745,10539,4359,6260,5427,72627,7026,4474,1902,2694,2376,79831,8719,6065,2457,3566,3051
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,59920,46301,13619,215552,3029,203357,15224,8592,4811,6641,6274,95495,6808,3689,2008,2873,2688,107862,8416,4903,2803,3768,3586
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017010,Lemyethna,26244,21076,5168,101232,1792,96412,6612,3935,2046,2391,2145,46606,3055,1728,929,1131,964,49806,3557,2207,1117,1260,1181
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,86129,66508,19621,331052,7383,308610,29825,18855,8446,12738,11027,146251,13443,8177,3667,5494,4853,162359,16382,10678,4779,7244,6174
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,57229,45612,11617,210645,3739,193811,20573,13449,6309,8529,7481,93060,9317,5807,2752,3749,3358,100751,11256,7642,3557,4780,4123
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018003,Tatkon,51747,40621,11126,210570,6523,210315,6778,2709,1584,3111,2546,100620,3095,1175,671,1398,1143,109695,3683,1534,913,1713,1403
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018001,Zay Yar Thi Ri,26075,21221,4854,104339,6954,108708,2585,1388,662,929,751,54421,1221,631,291,438,339,54287,1364,757,371,491,412
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018008,Oke Ta Ra Thi Ri,18661,15918,2743,75717,5903,79400,2220,1078,583,929,751,40202,1107,532,255,449,348,39198,1113,546,328,480,403
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018005,Poke Ba Thi Ri,27616,21760,5856,109268,7223,113165,3326,1415,843,1387,1275,55842,1484,586,355,655,546,57323,1842,829,488,732,729
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018006,Pyinmana,39663,30164,9499,177417,10148,179433,8132,4502,2129,3242,2383,87178,3553,1845,841,1402,1028,92255,4579,2657,1288,1840,1355
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018007,Lewe,65174,51661,13513,277056,7337,274580,9813,4937,2899,3902,3235,133576,4559,2230,1200,1825,1438,141004,5254,2707,1699,2077,1797
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018002,Za Bu Thi Ri,26320,18135,8185,91043,19416,107440,3019,1837,584,944,501,49914,1333,753,232,440,235,57526,1686,1084,352,504,266
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018004,Det Khi Na Thi Ri,6997,5680,1317,27423,23905,50618,710,323,184,317,249,26724,326,150,84,138,102,23894,384,173,100,179,147
